new_id, ''casrn'', ''iupac name'', ''smiles'', ''inchi'', ''inchi key'', ''mol formula'',mol weight,logP,Net charge,#H-bond donors,#H-bond acceptors,#Rotatable bonds,Rings,TPSA,Hetero atoms,#Heavy atoms,#Aromatic heavy atoms, ''Melting Point'', ''Boiling point @ 760.00 mm Hg'', ''VaporPressuremmHg@25.00'', ''Vapor Density ( Air = 1 )'',Fraction Csp3,MR,iLOGP,XLOGP3,WLOGP,MLOGP,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l), ''ESOL Class'',Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l), ''Ali Class'',Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l), ''Silicos-IT class'', ''GI absorption'',BBB permeant,Pgp substrate,log Kp (cm/s),Bioavailability Score,Caco02,Human Intestinal Absorption,Plasma protein binding
3411, ''7493-80-3'', ''[(2Z)-2-benzylideneheptyl] 3-methylbutanoate'', ''CCCCCC(=CC1=CC=CC=C1)COC(=O)CC(C)C''," ''1S/C19H28O2/c1-4-5-7-12-18(14-17-10-8-6-9-11-17)15-21-19(20)13-16(2)3/h6,8-11,14,16H,4-5,7,12-13,15H2,1-3H3/b18-14-''", ''RNKTVAMGERKTEZ-JXAWBTAJSA-N'', ''C19H28O2'',288.42,5.238,null,0,2,10,1,26.3,2,21,6, ''null'', ''392.00 to 393.00'', ''null'', ''null'',0.53,90.7,4.16,6.2,5.13,4.53,-5.09,0.002,0, ''Moderately soluble'',-6.54,0,0, ''Poorly soluble'',-5.81,0,0, ''Moderately soluble'', ''High'',1,0,-3.66,0.55,1,1,1.106
3412, ''10024-56-3'', ''2-(4-methylcyclohex-3-en-1-yl)propan-2-yl (E)-3-phenylprop-2-enoate'', ''CC1=CCC(CC1)C(C)(C)OC(=O)C=CC2=CC=CC=C2''," ''1S/C19H24O2/c1-15-9-12-17(13-10-15)19(2,3)21-18(20)14-11-16-7-5-4-6-8-16/h4-9,11,14,17H,10,12-13H2,1-3H3/b14-11+''", ''CKYQZYGVFMSSKH-SDNWHVSQSA-N'', ''C19H24O2'',284.39,4.768,null,0,2,5,2,26.3,2,21,6, ''null'', ''360.00 '',0.000002, ''null'',0.42,88.14,3.67,6.04,4.66,4.05,-5.29,0.001,0, ''Moderately soluble'',-6.37,0,0, ''Poorly soluble'',-4.57,0.01,0, ''Moderately soluble'', ''High'',1,0,-3.75,0.55,1,1,0.947
3413, ''10031-88-6'', ''(E)-2-ethylhept-2-enal'', ''CCCCC=C(CC)C=O''," ''1S/C9H16O/c1-3-5-6-7-9(4-2)8-10/h7-8H,3-6H2,1-2H3/b9-7+''", ''RKQKOUYEJBHOFR-VQHVLOKHSA-N'', ''C9H16O'',140.22,2.712,null,0,1,5,0,17.07,1,10,0, ''null'', ''55.00 to 60.00 @ 4.00 mm Hg'',0.271, ''null'',0.67,45.1,2.41,2.87,2.71,2.28,-2.19,0.911,0.006, ''Soluble'',-2.89,0.18,0, ''Soluble'',-2.29,0.73,0.01, ''Soluble'', ''High'',1,0,-5.12,0.55,1,1,0.524
3414, ''10032-08-3'', ''heptyl (E)-3-phenylprop-2-enoate'', ''CCCCCCCOC(=O)C=CC1=CC=CC=C1''," ''1S/C16H22O2/c1-2-3-4-5-9-14-18-16(17)13-12-15-10-7-6-8-11-15/h6-8,10-13H,2-5,9,14H2,1H3/b13-12+''", ''DCXNRXBLAGAHIL-OUKQBFOZSA-N'', ''C16H22O2'',246.34,4.213,0,0,2,9,1,26.3,2,18,6, ''null'', ''349.00 to 350.00'',0.000045, ''null'',0.44,76.27,3.74,5.5,4.1,3.81,-4.49,0.008,0, ''Moderately soluble'',-5.81,0,0, ''Moderately soluble'',-5,0,0, ''Moderately soluble'', ''High'',1,0,-3.9,0.55,1,1,0.922
3415, ''11050-62-7'', ''2-methyl-3-[(E)-pent-2-enyl]cyclopent-2-en-1-one'', ''CCC=CCC1=C(C(=O)CC1)C''," ''1S/C11H16O/c1-3-4-5-6-10-7-8-11(12)9(10)2/h4-5H,3,6-8H2,1-2H3/b5-4+''", ''GVONPEQEUQYVNH-SNAWJCMRSA-N'', ''C11H16O'',164.24,3.022,null,0,1,3,1,17.07,1,12,0, ''null'', ''251.00 to 252.00'',0.0201, ''null'',0.55,52.13,2.56,2.2,3.02,2.39,-2.05,1.48,0.009, ''Soluble'',-2.19,1.05,0.01, ''Soluble'',-2.79,0.27,0, ''Soluble'', ''High'',1,0,-5.74,0.55,1,1,1.04
3416, ''33855-57-1'', ''hexyl (E)-hex-2-enoate'', ''CCCCCCOC(=O)C=CCCC''," ''1S/C12H22O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h8,10H,3-7,9,11H2,1-2H3/b10-8+''", ''NGQTTWDHJIMWOI-CSKARUKUSA-N'', ''C12H22O2'',198.3,3.466,0,0,2,9,0,26.3,2,14,0, ''null'', ''246.00 to 247.00'',0.0168, ''null'',0.75,60.61,3.63,4.25,3.47,3.04,-3.15,0.139,0.001, ''Soluble'',-4.51,0.01,0, ''Moderately soluble'',-3.27,0.11,0, ''Soluble'', ''High'',1,0,-4.49,0.55,1,1,0.919
3417, ''37674-63-8'', ''(E)-2-methylpent-3-enoic acid'', ''CC=CC(C)C(=O)O''," ''1S/C6H10O2/c1-3-4-5(2)6(7)8/h3-5H,1-2H3,(H,7,8)/b4-3+''", ''NFRJJFMXYKSRPK-ONEGZZNKSA-N'', ''C6H10O2'',114.14,1.283,-1,1,2,2,0,37.3,2,8,0, ''null'', ''199.00 to 200.00'',0.139, ''null'',0.5,32.25,1.49,1.34,1.28,1.17,-1.26,6.27,0.055, ''Very soluble'',-1.73,2.15,0.02, ''Very soluble'',-0.11,88.8,0.78, ''Soluble'', ''High'',1,0,-6.04,0.85,0,1,0.722
3418, ''39067-80-6''," ''(2Z)-3,7-dimethylocta-2,6-diene-1-thiol''", ''CC(=CCCC(=CCS)C)C''," ''1S/C10H18S/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-''", ''FACAUSJJVBMWLV-YFHOEESVSA-N'', ''C10H18S'',170.31,3.609,0,0,0,4,0,38.8,1,11,0, ''null'', ''58.00 @ 0.35 mm Hg'',0.047, ''null'',0.6,57.16,2.94,4.53,3.61,3.66,-3.49,0.056,0, ''Soluble'',-5.07,0,0, ''Moderately soluble'',-2.54,0.49,0, ''Soluble'', ''High'',1,0,-4.12,0.55,1,1,0.577
3419, ''41547-22-2'', ''(Z)-oct-5-enal'', ''CCC=CCCCC=O''," ''1S/C8H14O/c1-2-3-4-5-6-7-8-9/h3-4,8H,2,5-7H2,1H3/b4-3-''", ''ZUSUVEKHEZURSD-ARJAWSKDSA-N'', ''C8H14O'',126.2,2.322,0,0,1,5,0,17.07,1,9,0, ''null'',62,1.3, ''null'',0.62,40.3,2.16,1.79,2.32,1.97,-1.42,4.8,0.038, ''Very soluble'',-1.77,2.16,0.02, ''Very soluble'',-1.88,1.65,0.01, ''Soluble'', ''High'',1,0,-5.8,0.55,1,1,0.826
3420, ''57568-60-2'', ''(E)-3-(furan-2-yl)-2-phenylprop-2-enal'', ''C1=CC=C(C=C1)C(=CC2=CC=CO2)C=O'', ''1S/C13H10O2/c14-10-12(9-13-7-4-8-15-13)11-5-2-1-3-6-11/h1-10H/b12-9-'', ''JPESOGFYFXAURP-XFXZXTDPSA-N'', ''C13H10O2'',198.22,3.019,null,0,2,3,2,30.21,2,15,11, ''56.00 to 57.00'', ''325.00 to 327.00'',0.000211, ''null'',0,59.09,2.1,2.55,2.91,1.64,-3.02,0.189,0.001, ''Soluble'',-2.83,0.29,0, ''Soluble'',-4.17,0.01,0, ''Moderately soluble'', ''High'',1,0,-5.7,0.55,1,1,0.829
3421, ''61444-38-0'', ''[(Z)-hex-3-enyl] (Z)-hex-3-enoate'', ''CCC=CCCOC(=O)CC=CCC''," ''1S/C12H20O2/c1-3-5-7-9-11-14-12(13)10-8-6-4-2/h5-8H,3-4,9-11H2,1-2H3/b7-5-,8-6-''", ''UZJQQWFHPLYECS-SFECMWDFSA-N'', ''C12H20O2'',196.29,3.242,0,0,2,8,0,26.3,2,14,0, ''null'', ''60.00 @ 0.50 mm Hg'',0.0122, ''null'',0.58,60.13,3.46,3.3,3.24,2.95,-2.61,0.484,0.002, ''Soluble'',-3.53,0.06,0, ''Soluble'',-2.55,0.55,0, ''Soluble'', ''High'',1,0,-5.15,0.55,1,1,0.891
3422, ''5760-50-9'', ''methyl (E)-undec-9-enoate'', ''CC=CCCCCCCCC(=O)OC''," ''1S/C12H22O2/c1-3-4-5-6-7-8-9-10-11-12(13)14-2/h3-4H,5-11H2,1-2H3/b4-3+''", ''RHRCWCJKYPOGNT-ONEGZZNKSA-N'', ''C12H22O2'',198.3,3.466,0,0,2,9,0,26.3,2,14,0, ''-28.00 to -27.00'', ''247.00 to 248.00'',0.019, ''null'',0.75,60.61,3.49,3.98,3.47,3.04,-2.98,0.206,0.001, ''Soluble'',-4.23,0.01,0, ''Moderately soluble'',-3.27,0.11,0, ''Soluble'', ''High'',1,0,-4.68,0.55,1,1,0.979
3423, ''26643-91-4'', ''(E)-4-methyl-2-phenylpent-2-enal'', ''CC(C)C=C(C=O)C1=CC=CC=C1''," ''1S/C12H14O/c1-10(2)8-12(9-13)11-6-4-3-5-7-11/h3-10H,1-2H3/b12-8-''", ''ULRYRAHIBWLZKC-WQLSENKSSA-N'', ''C12H14O'',174.24,2.925,null,0,1,3,1,17.07,1,13,6, ''null'', ''265.00 to 266.00'',0.01,6,0.25,55.96,2.27,2.95,2.92,2.89,-2.92,0.208,0.001, ''Soluble'',-2.97,0.19,0, ''Soluble'',-3.25,0.1,0, ''Soluble'', ''High'',1,0,-5.27,0.55,1,1,0.708
3424, ''1617-40-9'', ''ethyl (E)-2-methylpent-2-enoate'', ''CCC=C(C)C(=O)OCC''," ''1S/C8H14O2/c1-4-6-7(3)8(9)10-5-2/h6H,4-5H2,1-3H3/b7-6+''", ''HYQYCHQAUPHFKX-VOTSOKGWSA-N'', ''C8H14O2'',142.2,1.906,0,0,2,4,0,26.3,2,10,0, ''null'', ''173.00 to 174.00'',1.39, ''null'',0.62,41.38,2.58,2.11,1.91,1.85,-1.79,2.32,0.016, ''Very soluble'',-2.29,0.72,0.01, ''Soluble'',-1.6,3.53,0.02, ''Soluble'', ''High'',1,0,-5.67,0.55,1,1,0.83
3425, ''4493-42-9''," ''methyl (2E,4Z)-deca-2,4-dienoate''", ''CCCCCC=CC=CC(=O)OC''," ''1S/C11H18O2/c1-3-4-5-6-7-8-9-10-11(12)13-2/h7-10H,3-6H2,1-2H3/b8-7-,10-9+''", ''SFHSEXGIVSBRRK-UQGDGPGGSA-N'', ''C11H18O2'',182.26,2.852,0,0,2,7,0,26.3,2,13,0, ''null'', ''246.00 to 247.00'',0.028, ''null'',0.55,55.33,3.17,3.64,2.85,2.67,-2.8,0.288,0.002, ''Soluble'',-3.88,0.02,0, ''Soluble'',-2.14,1.31,0.01, ''Soluble'', ''High'',1,0,-4.83,0.55,1,1,0.746
3426, ''10402-48-9''," ''[(2E)-3,7-dimethylocta-2,6-dienyl] 2,3-dimethylbut-2-enoate''", ''CC(=CCCC(=CCOC(=O)C(=C(C)C)C)C)C''," ''1S/C16H26O2/c1-12(2)8-7-9-14(5)10-11-18-16(17)15(6)13(3)4/h8,10H,7,9,11H2,1-6H3/b14-10+''", ''GLMOJOJHHPDUHX-GXDHUFHOSA-N'', ''C16H26O2'',250.38,4.579,0,0,2,7,0,26.3,2,18,0, ''null'', ''335.00 to 336.00'',0.000103, ''null'',0.56,78.89,3.59,5.86,4.58,3.9,-4.62,0.006,0, ''Moderately soluble'',-6.18,0,0, ''Poorly soluble'',-3.38,0.1,0, ''Soluble'', ''High'',1,0,-3.67,0.55,1,1,0.668
3427, ''10522-32-4''," ''[(2Z)-3,7-dimethylocta-2,6-dienyl] 2-phenylacetate''", ''CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C''," ''1S/C18H24O2/c1-15(2)8-7-9-16(3)12-13-20-18(19)14-17-10-5-4-6-11-17/h4-6,8,10-12H,7,9,13-14H2,1-3H3/b16-12-''", ''UXAIJXIHZDZMSK-VBKFSLOCSA-N'', ''C18H24O2'',272.38,4.465,0,0,2,8,1,26.3,2,20,6, ''null'', ''327.00 to 329.00'',0.000006, ''null'',0.39,84.62,3.36,5.63,4.47,4.21,-4.77,0.005,0, ''Moderately soluble'',-5.95,0,0, ''Moderately soluble'',-5.05,0,0, ''Moderately soluble'', ''High'',1,0,-3.96,0.55,1,1,0.84
3428, ''70851-61-5'', ''5-[(E)-hex-3-enyl]-5-methyloxolan-2-one'', ''CCC=CCCC1(CCC(=O)O1)C''," ''1S/C11H18O2/c1-3-4-5-6-8-11(2)9-7-10(12)13-11/h4-5H,3,6-9H2,1-2H3/b5-4+''", ''NIKDJTTZUYNCMM-SNAWJCMRSA-N'', ''C11H18O2'',182.26,2.829,0,0,2,4,1,26.3,2,13,0, ''null'', ''150.00 @ 6.00 mm Hg'',0.004, ''null'',0.73,53.73,2.68,2.56,2.83,2.37,-2.32,0.875,0.005, ''Soluble'',-2.76,0.32,0, ''Soluble'',-2.69,0.38,0, ''Soluble'', ''High'',1,0,-5.59,0.55,1,1,1.147
3429, ''18318-83-7''," ''(E)-1,1-dimethoxyhex-2-ene''", ''CCCC=CC(OC)OC''," ''1S/C8H16O2/c1-4-5-6-7-8(9-2)10-3/h6-8H,4-5H2,1-3H3/b7-6+''", ''OSVRJMZINDGZFB-VOTSOKGWSA-N'', ''C8H16O2'',144.21,1.962,0,0,2,5,0,18.46,2,10,0, ''null'', ''70.00 @ 15.00 mm Hg'',2.647, ''null'',0.75,42.27,2.75,1.91,1.96,1.55,-1.61,3.56,0.025, ''Very soluble'',-1.92,1.73,0.01, ''Very soluble'',-1.45,5.15,0.04, ''Soluble'', ''High'',1,0,-5.82,0.55,1,1,0.928
3430, ''18409-20-6''," ''(2E,4E)-octa-2,4-dien-1-ol''", ''CCCC=CC=CCO''," ''1S/C8H14O/c1-2-3-4-5-6-7-8-9/h4-7,9H,2-3,8H2,1H3/b5-4+,7-6+''", ''LMBAOEUOOJDUBP-YTXTXJHMSA-N'', ''C8H14O'',126.2,1.891,0,1,1,4,0,20.23,1,9,0, ''null'', ''198.00 to 199.00'',0.093, ''null'',0.5,40.78,2.32,2.04,1.89,1.97,-1.64,2.87,0.023, ''Very soluble'',-2.09,1.02,0.01, ''Soluble'',-1.04,11.4,0.09, ''Soluble'', ''High'',1,0,-5.62,0.55,1,1,0.419
3431, ''18485-38-6''," ''(2E,4E)-dodeca-2,4-dien-1-ol''", ''CCCCCCCC=CC=CCO''," ''1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h8-11,13H,2-7,12H2,1H3/b9-8+,11-10+''", ''RZDDYVXRTNDWOD-BNFZFUHLSA-N'', ''C12H22O'',182.3,3.452,0,1,1,8,0,20.23,1,13,0, ''21.00 to 23.00'', ''105.00 @ 2.00 mm Hg'',0.001, ''null'',0.67,60.01,3.23,4.2,3.45,3.16,-3.09,0.149,0.001, ''Soluble'',-4.33,0.01,0, ''Moderately soluble'',-2.71,0.36,0, ''Soluble'', ''High'',1,0,-4.43,0.55,1,1,0.636
3432, ''22882-89-9''," ''(2Z)-1-ethoxy-3,7-dimethylocta-2,6-diene''", ''CCOCC=C(C)CCC=C(C)C''," ''1S/C12H22O/c1-5-13-10-9-12(4)8-6-7-11(2)3/h7,9H,5-6,8,10H2,1-4H3/b12-9-''", ''LOUIMJFJROISMD-XFXZXTDPSA-N'', ''C12H22O'',182.3,3.716,null,0,1,6,0,9.23,1,13,0, ''null'', ''240.00 to 241.00'',0.06, ''null'',0.67,59.93,3.37,4.46,3.72,3.16,-3.38,0.075,0, ''Soluble'',-4.37,0.01,0, ''Moderately soluble'',-2.97,0.2,0, ''Soluble'', ''High'',1,0,-4.25,0.55,1,1,0.762
3433, ''23726-94-5''," ''(Z)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)but-2-en-1-one''", ''CC=CC(=O)C1C(=CCCC1(C)C)C''," ''1S/C13H20O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5,7-8,12H,6,9H2,1-4H3/b7-5-''", ''CRIGTVCBMUKRSL-ALCCZGGFSA-N'', ''C13H20O'',192.3,3.514,0,0,1,2,1,17.07,1,14,0, ''22-23'', ''266.00 to 267.00'',0.008, ''null'',0.62,61.48,2.72,3.24,3.51,2.94,-2.94,0.22,0.001, ''Soluble'',-3.27,0.1,0, ''Soluble'',-2.65,0.43,0, ''Soluble'', ''High'',1,0,-5.17,0.55,1,1,1.156
3434, ''56269-22-8''," ''(2Z,4Z,6Z)-nona-2,4,6-trienal''", ''CCC=CC=CC=CC=O''," ''1S/C9H12O/c1-2-3-4-5-6-7-8-9-10/h3-9H,2H2,1H3/b4-3-,6-5-,8-7-''", ''XHDSWFFUGPJMMN-QMGPHSPGSA-N'', ''C9H12O'',136.19,2.264,null,0,1,4,0,17.07,1,10,0, ''null'', ''194.00 '',0.056, ''null'',0.22,44.16,2.32,2.27,2.26,2.1,-1.85,1.92,0.014, ''Very soluble'',-2.27,0.74,0.01, ''Soluble'',-0.86,18.8,0.14, ''Soluble'', ''High'',1,0,-5.52,0.55,1,1,0.511
3435, ''147159-49-7'', ''(Z)-undec-8-enal'', ''CCC=CCCCCCCC=O''," ''1S/C11H20O/c1-2-3-4-5-6-7-8-9-10-11-12/h3-4,11H,2,5-10H2,1H3/b4-3-''", ''DWQXOILNGUCNSH-ARJAWSKDSA-N'', ''C11H20O'',168.28,3.492,0,0,1,8,0,17.07,1,12,0, ''null'', ''89.00 @ 5.00 mm Hg'',0.033, ''null'',0.73,54.72,2.83,3.41,3.49,2.88,-2.5,0.528,0.003, ''Soluble'',-3.45,0.06,0, ''Soluble'',-3.13,0.12,0, ''Soluble'', ''High'',1,0,-4.91,0.55,1,1,0.91
3436, ''58605-97-3''," ''(2E,6E)-3,7,9-trimethyldeca-2,6-dienal''", ''CC(C)CC(=CCCC(=CC=O)C)C''," ''1S/C13H22O/c1-11(2)10-13(4)7-5-6-12(3)8-9-14/h7-9,11H,5-6,10H2,1-4H3/b12-8+,13-7+''", ''INLBYQNSKXMVTI-SWZPTJTJSA-N'', ''C13H22O'',194.31,3.904,null,0,1,6,0,17.07,1,14,0, ''null'', ''279.00 to 280.00'',0.004, ''null'',0.62,63.86,3.09,4.26,3.9,3.34,-3.33,0.09,0, ''Soluble'',-4.33,0.01,0, ''Moderately soluble'',-2.82,0.29,0, ''Soluble'', ''High'',1,0,-4.46,0.55,1,1,0.709
3437, ''3487-99-8'', ''pentyl (Z)-3-phenylprop-2-enoate'', ''CCCCCOC(=O)C=CC1=CC=CC=C1''," ''1S/C14H18O2/c1-2-3-7-12-16-14(15)11-10-13-8-5-4-6-9-13/h4-6,8-11H,2-3,7,12H2,1H3/b11-10-''", ''QDRJCWZGTMRXCL-KHPPLWFESA-N'', ''C14H18O2'',218.29,3.433,0,0,2,7,1,26.3,2,16,6, ''null'', ''312.00 '',0.00087, ''null'',0.36,66.66,3.21,4.42,3.32,3.31,-3.79,0.035,0, ''Soluble'',-4.69,0,0, ''Moderately soluble'',-4.19,0.01,0, ''Moderately soluble'', ''High'',1,0,-4.49,0.55,1,1,0.911
3438, ''59376-58-8''," ''(2Z,4Z)-undeca-2,4-dien-1-ol''", ''CCCCCCC=CC=CCO''," ''1S/C11H20O/c1-2-3-4-5-6-7-8-9-10-11-12/h7-10,12H,2-6,11H2,1H3/b8-7-,10-9-''", ''FVKXLSPKNRZPJK-QRLRYFCNSA-N'', ''C11H20O'',168.28,3.062,0,1,1,7,0,20.23,1,12,0, ''null'', ''256.00 to 257.00'',0.002, ''null'',0.64,55.2,3.02,3.66,3.06,2.88,-2.73,0.315,0.002, ''Soluble'',-3.77,0.03,0, ''Soluble'',-2.29,0.86,0.01, ''Soluble'', ''High'',1,0,-4.73,0.55,1,1,0.63
3439, ''762-26-5''," ''(4Z)-5,9-dimethyldeca-4,8-dienal''", ''CC(=CCCC(=CCCC=O)C)C''," ''1S/C12H20O/c1-11(2)7-6-9-12(3)8-4-5-10-13/h7-8,10H,4-6,9H2,1-3H3/b12-8-''", ''MMLYERLRGHVBEK-WQLSENKSSA-N'', ''C12H20O'',180.29,3.658,0,0,1,6,0,17.07,1,13,0, ''null'', ''261.00 to 262.00'',0.01, ''null'',0.58,59.05,2.81,3.48,3.66,3.06,-2.75,0.318,0.002, ''Soluble'',-3.52,0.05,0, ''Soluble'',-2.79,0.29,0, ''Soluble'', ''High'',1,0,-4.93,0.55,1,1,0.636
3440, ''65113-95-3''," ''(E)-3-methyl-5-(2,2,3-trimethylcyclopent-3-en-1-yl)pent-3-en-2-one''", ''CC1=CCC(C1(C)C)CC=C(C)C(=O)C''," ''1S/C14H22O/c1-10(12(3)15)6-8-13-9-7-11(2)14(13,4)5/h6-7,13H,8-9H2,1-5H3/b10-6+''", ''QQUWZMIGSXXJFV-UXBLZVDNSA-N'', ''C14H22O'',206.32,3.904,null,0,1,3,1,17.07,1,15,0, ''null'', ''284.28 '',0.003, ''null'',0.64,66.29,2.99,3.24,3.9,3.21,-2.96,0.225,0.001, ''Soluble'',-3.27,0.11,0, ''Soluble'',-3.16,0.14,0, ''Soluble'', ''High'',1,0,-5.26,0.55,1,1,0.536
3441, ''65405-73-4''," ''2-[(2E)-3,7-dimethylocta-2,6-dienoxy]acetaldehyde''", ''CC(=CCCC(=CCOCC=O)C)C''," ''1S/C12H20O2/c1-11(2)5-4-6-12(3)7-9-14-10-8-13/h5,7-8H,4,6,9-10H2,1-3H3/b12-7+''", ''LAUVMIDRJMQUQL-KPKJPENVSA-N'', ''C12H20O2'',196.29,2.895,0,0,2,7,0,26.3,2,14,0, ''null'', ''278.00 to 279.00'',0.004, ''null'',0.58,60.13,2.6,3.63,2.89,2.14,-2.88,0.258,0.001, ''Soluble'',-3.87,0.03,0, ''Soluble'',-2.53,0.57,0, ''Soluble'', ''High'',1,0,-4.92,0.55,1,1,0.555
3442, ''65405-80-3'', ''[(E)-hex-3-enyl] (E)-but-2-enoate'', ''CCC=CCCOC(=O)C=CC''," ''1S/C10H16O2/c1-3-5-6-7-9-12-10(11)8-4-2/h4-6,8H,3,7,9H2,1-2H3/b6-5+,8-4+''", ''KITGYVIOYOCIIE-PTFSRLPTSA-N'', ''C10H16O2'',168.23,2.462,0,0,2,6,0,26.3,2,12,0, ''null'', ''218.00 to 219.00'',0.0852, ''null'',0.5,50.52,2.69,2.71,2.46,2.38,-2.19,1.08,0.006, ''Soluble'',-2.92,0.2,0, ''Soluble'',-1.73,3.13,0.02, ''Soluble'', ''High'',1,0,-5.4,0.55,1,1,0.729
3443, ''65416-26-4''," ''2-[(E)-3-ethoxybut-1-enyl]-1,3,3-trimethylcyclohexene''", ''CCOC(C)C=CC1=C(CCCC1(C)C)C''," ''1S/C15H26O/c1-6-16-13(3)9-10-14-12(2)8-7-11-15(14,4)5/h9-10,13H,6-8,11H2,1-5H3/b10-9+''", ''BLSRPKXPUSFJDP-MDZDMXLPSA-N'', ''C15H26O'',222.37,4.494,null,0,1,4,1,9.23,1,16,0, ''null'', ''286.00 to 287.00'',0.005, ''null'',0.73,71.98,3.67,3.81,4.49,3.56,-3.35,0.098,0, ''Soluble'',-3.7,0.04,0, ''Soluble'',-3.73,0.04,0, ''Soluble'', ''High'',1,0,-4.95,0.55,1,1,1.092
3444, ''51608-18-5'', ''2-[(E)-pent-2-enyl]cyclopentan-1-one'', ''CCC=CCC1CCCC1=O''," ''1S/C10H16O/c1-2-3-4-6-9-7-5-8-10(9)11/h3-4,9H,2,5-8H2,1H3/b4-3+''", ''ZIJOSCABGITYIL-ONEGZZNKSA-N'', ''C10H16O'',152.23,2.712,0,0,1,3,1,17.07,1,11,0, ''null'', ''217.00 to 219.00'',0.122, ''>1'',0.7,47.8,2.41,2.2,2.71,2.2,-1.97,1.62,0.011, ''Very soluble'',-2.19,0.98,0.01, ''Soluble'',-2.2,0.97,0.01, ''Soluble'', ''High'',1,0,-5.67,0.55,1,1,1.194
3445, ''53082-58-9'', ''3-methylpentyl (Z)-2-methylbut-2-enoate'', ''CCC(C)CCOC(=O)C(=CC)C''," ''1S/C11H20O2/c1-5-9(3)7-8-13-11(12)10(4)6-2/h6,9H,5,7-8H2,1-4H3/b10-6-''", ''UKYIGGARIIFOAB-POHAHGRESA-N'', ''C11H20O2'',184.28,2.932,null,0,2,6,0,26.3,2,13,0, ''null'', ''228.00 to 230.00'',0.069, ''null'',0.73,55.8,3.19,3.54,2.93,2.76,-2.82,0.281,0.002, ''Soluble'',-3.78,0.03,0, ''Soluble'',-2.47,0.62,0, ''Soluble'', ''High'',1,0,-4.91,0.55,1,1,0.767
3446, ''53082-57-8'', ''propyl (Z)-2-methylbut-2-enoate'', ''CCCOC(=O)C(=CC)C''," ''1S/C8H14O2/c1-4-6-10-8(9)7(3)5-2/h5H,4,6H2,1-3H3/b7-5-''", ''RZWMDOQSXWAAMC-ALCCZGGFSA-N'', ''C8H14O2'',142.2,1.906,0,0,2,4,0,26.3,2,10,0, ''null'', ''171.00 to 172.00'',1.39, ''null'',0.62,41.38,2.58,2.21,1.91,1.85,-1.85,2.01,0.014, ''Very soluble'',-2.4,0.57,0, ''Soluble'',-1.6,3.53,0.02, ''Soluble'', ''High'',1,0,-5.6,0.55,1,1,0.824
3447, ''67674-36-6''," ''(2E,6E)-1,1-diethoxynona-2,6-diene''", ''CCC=CCCC=CC(OCC)OCC''," ''1S/C13H24O2/c1-4-7-8-9-10-11-12-13(14-5-2)15-6-3/h7-8,11-13H,4-6,9-10H2,1-3H3/b8-7+,12-11+''", ''GCIRJCKOUVCUBZ-NJHWEWLZSA-N'', ''C13H24O2'',212.33,3.688,0,0,2,9,0,18.46,2,15,0, ''null'', ''125.00 @ 4.00 mm Hg'',0.012, ''null'',0.69,65.83,3.75,3.34,3.69,2.91,-2.67,0.457,0.002, ''Soluble'',-3.4,0.08,0, ''Soluble'',-2.78,0.35,0, ''Soluble'', ''High'',1,0,-5.22,0.55,1,1,0.683
3448, ''67801-47-2''," ''methyl 2-[[(2E)-3,7-dimethylocta-2,6-dienylidene]amino]benzoate''", ''CC(=CCCC(=CC=NC1=CC=CC=C1C(=O)OC)C)C''," ''1S/C18H23NO2/c1-14(2)8-7-9-15(3)12-13-19-17-11-6-5-10-16(17)18(20)21-4/h5-6,8,10-13H,7,9H2,1-4H3/b15-12+,19-13?''", ''JWXAUDGXBFALGZ-ICPRKQRHSA-N'', ''C18H23NO2'',285.38,4.868,0,0,3,7,1,38.66,3,21,6, ''null'', ''413.00 to 414.00'', ''null'', ''null'',0.33,89.25,3.52,4.72,4.87,3.79,-4.33,0.013,0, ''Moderately soluble'',-5.26,0,0, ''Moderately soluble'',-4.71,0.01,0, ''Moderately soluble'', ''High'',1,0,-4.69,0.55,1,1,0.737
